DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DG,WS,RV_W,area_id
1963,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1964,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1965,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1966,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1967,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1968,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1969,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1970,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1971,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1972,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1973,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1974,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1975,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1976,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1977,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1978,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1979,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1980,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1981,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1982,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1983,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1984,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1985,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1986,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1987,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1988,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1989,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1990,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1991,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1992,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1993,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1994,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1995,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1996,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1997,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1998,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1999,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2000,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2001,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2002,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2003,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2004,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2005,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2006,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2007,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2008,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2009,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2010,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2011,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2012,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2013,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2014,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2015,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2016,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2017,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2018,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2019,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2020,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2021,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2022,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2023,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
2024,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1922,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1923,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1924,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1925,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1926,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1927,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1928,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1929,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1930,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1931,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1932,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1933,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1934,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1935,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1936,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1937,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1938,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1939,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1940,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1941,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1942,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1943,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1944,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1945,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1946,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1947,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1948,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1949,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1950,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1951,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1952,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1953,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1954,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1955,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1956,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1957,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1958,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1959,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1960,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1961,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1962,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1963,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1964,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1965,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1966,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1967,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1968,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1969,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1970,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1971,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1972,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1973,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1974,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1975,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1976,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1977,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1978,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1979,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1980,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1981,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1982,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1983,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1984,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1985,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1986,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1987,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1988,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1989,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1990,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1991,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1992,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1993,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1994,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1995,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1996,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1997,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1998,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
1999,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2000,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2001,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2002,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2003,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2004,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2005,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2006,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2007,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2008,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2009,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2010,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2011,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2012,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2013,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2014,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2015,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2016,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2017,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2018,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2019,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2020,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2021,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2022,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2023,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
2024,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,0,0,15
